Place_ID,Facility_Name,Facility_Group,Facility_Type,Address,Latitude,Longitude,Geometry
PRK090,Cascades Golf Course Clubhouse,Parks,Golf Course,"3550 N Kinser Pike, Bloomington, In",39.201292,-86.539051,POINT (-86.539059060086 39.20129933764)
PRK091,Upper Cascades Park Shelter,Parks,Park Shelter,"514 W Club House Drive, Bloomington, In 47404",39.203274,-86.539554,POINT (-86.539558987243 39.203278460419)
PRK092,Upper Cascades Park,Parks,Community Park,"514 W Club House Drive, Bloomington, In",39.203276,-86.53948,POINT (-86.539555500944 39.203272953079)
PRK093,Bloomington Community Farmers Market,Parks,Farmers Market,"Showers City Hall South Parking Lot, Bloomington, In",39.169189,-86.536794,POINT (-86.536798853686 39.169196050318)
PRK094,Park Ridge Park Playground,Parks,Playground,"3421 E Longview Avenue, Bloomington, In",39.167952,-86.490563,POINT (-86.490569465361 39.167956954965)
PRK095,Rev Ernest D Butler Park,Parks,Neighborhood Park,"812 W 9Th Street, Bloomington, In",39.17081,-86.542502,POINT (-86.542628661025 39.17063446263)
PRK096,Broadview Park,Parks,Neighborhood Park,"704 W Graham Drive, Bloomington, In",39.140054,-86.541687,POINT (-86.541758480028 39.140140955088)
PRK097,Wapehani Mountain Bike Park,Parks,Mountain Bike Park,"3401 W Wapehani Road, Bloomington, In",39.143658,-86.568945,POINT (-86.568950593327 39.143665892929)
PRK098,Farmers Market Plaza,Parks,Park Plaza Area,"W 8Th Street At B-Line Trail, Bloomington, In",39.169422,-86.537427,POINT (-86.537431920591 39.169429644766)
PRK099,Latimer Woods Trail Head,Parks,Trailhead,"North Loop Of E Stratum Way Between 3105 And 3115, Bloomington, In",39.1574,-86.493005,POINT (-86.493010156971 39.157407199124)
PRK100,Bryan Park Pool,Parks,Swimming Pool,"1020 S Woodlawn Avenue, Bloomington, In",39.154845,-86.523314,POINT (-86.523319287756 39.154852408829)
PRK101,Lower Cascades Park Trail Head N Side,Parks,Trailhead,"N Of Lower Cascades Park W Of Old Sr 37, Bloomington, In",39.197373,-86.537023,POINT (-86.537028671028 39.197380183918)
PRK102,Waldron Hill Buskirk Park Playground,Parks,Playground,"331 S Washington Street, Bloomington, In",39.163255,-86.531426,POINT (-86.531434732474 39.163259587053)
PRK103,Griffy Lake North Shore Trail East Trail Head,Parks,Trailhead,"N Headly Road North Of The Griffy Lake Boathouse, Bloomington, In",39.200529,-86.514331,POINT (-86.514336303643 39.20053601542)
PRK104,Park Ridge Park,Parks,Neighborhood Park,"3421 E Longview Avenue, Bloomington, In",39.167944,-86.490589,POINT (-86.490594199333 39.167951589685)
PRK105,RCA Community Park Trail Head,Parks,Trailhead,"West End Of W Rca Park Drive, Bloomington, In",39.14456,-86.547731,POINT (-86.547736116348 39.144566978129)
PRK106,Highland Village Park,Parks,Neighborhood Park,"950 S Harvey Drive, Bloomington, In",39.158035,-86.588815,POINT (-86.588820093115 39.158042572644)
PRK107,B-Line Trail West Trail Head,Parks,Trailhead,"N Adams Street South Of W 10Th Street, Bloomington, In",39.170874,-86.549746,POINT (-86.549751613895 39.170881448622)
PRK108,Switchyard Park Walnut Entrance,Parks,Entrance,"1836 S Walnut Street, Bloomington, In 47401",39.14823,-86.53316,POINT (-86.53316698433 39.148238577003)
PRK109,Cascades Park Trail,Parks,Multi-use Trail,"N Kinser Pike To N Stone Mill Road, Bloomington, In",39.199057,-86.536763,POINT (-86.536768625819 39.199064726996)
PRK110,Switchyard Pavillion,Parks,Community Center,"1601 S Rogers Street, Bloomington, In",39.146788,-86.536723,POINT (-86.536728832511 39.146797441313)
PRK111,Griffy Woods Nature Preserve,Parks,Nature Park/Preserve,"South Shore Of Griffy Lake Between N Dunn Street And N Hinkle Road, Bloomington, In",39.196486,-86.521452,POINT (-86.521457523526 39.19649345022)
PRK112,Winslow Ballfields Northern Trail Head,Parks,Trailhead,"E Highland Avenue Between Ballfields And Ymca Upper Parking Lot, Bloomington, In",39.140199,-86.515765,POINT (-86.515770649879 39.14020674899)
PRK113,Twin Lakes Recreation Center,Parks,Recreation Center,"1700 W Bloomfield Road, Bloomington, In",39.156268,-86.563218,POINT (-86.563365042084 39.156218548809)
PRK114,Frank Southern Ice Arena,Parks,Skating Rink,"2100 S Henderson Street, Bloomington, In",39.142669,-86.52737,POINT (-86.527366211977 39.142920345644)
PRK115,Southeast Park Playground,Parks,Playground,"1600 S Sycamore Court, Bloomington, In",39.148594,-86.504298,POINT (-86.504303564552 39.148601191004)
PRK116,Highland Village Park Playground,Parks,Playground,"950 S Harvey Drive, Bloomington, In",39.1583,-86.588464,POINT (-86.588472640045 39.158307417956)
PRK117,RCA Community Park Shelter 1,Parks,Park Shelter,"1400 W Rca Park Drive, Bloomington, In 47403",39.144626,-86.547306,POINT (-86.547312530577 39.144630924322)
PRK118,Allison-Jukebox Community Center,Parks,Community Center,"351 S Washington Street, Bloomington, In",39.163118,-86.53215,POINT (-86.532144936326 39.163089978539)
GOV001,Disability Claim Services Inc,Government Services,Social Services Office,"2620 N Walnut Street, Bloomington, In",39.192666,-86.533026,POINT (-86.53302570324772 39.19266596873702)
GOV002,City of Bloomington Utilities,Government Services,Utilities Office,"600 E Miller Drive, Bloomington, In",39.146875,-86.526743,POINT (-86.526743 39.146875)
GOV003,The UPS Store,Government Services,Shipping Service,"885 S College Mall Road, Bloomington, In",39.157244,-86.497704,POINT (-86.49770370553732 39.157243987374336)
GOV004,Showers City Hall,Government Services,Government Offices,"401 N Morton Street, Bloomington, In",39.169927,-86.536806,POINT (-86.5368107722 39.169934660816)
GOV005,Bloomington BMV Branch,Government Services,DMV,"1531 S Curry Pike Suite 500, Bloomington, In",39.161299,-86.582706,POINT (-86.5827063 39.1612988)
GOV007,Bloomington City Hall,Government Services,City Government Office,"401 N Morton Street, Bloomington, In",39.169734,-86.536677,POINT (-86.5366772 39.1697339)
GOV010,Community & Family Resources Department,Government Services,City Government Office,"401 N Morton Street Suite 260, Bloomington, In",39.170926,-86.536116,POINT (-86.5361163 39.1709259)
GOV011,USPS COLLECTION BOX,Government Services,Post Office,"Bloomington, In",39.16704,-86.534288,POINT (-86.5342881 39.1670396)
GOV012,Social Security Administration,Government Services,Social Security Office,"515 W Patterson Drive, Bloomington, In",39.158211,-86.545885,POINT (-86.54588526579478 39.158210561294155)
GOV013,United States Postal Service,Government Services,Post Office,"Clear Creek, In, Bloomington, IN",39.109214,-86.539997,POINT (-86.5399968 39.1092143)
GOV014,United States Postal Service,Government Services,Post Office,"4738 W Vernal Pike, Bloomington, In",39.179138,-86.557458,POINT (-86.5574584 39.179137749999995)
GOV015,Rose Hill Cemetery Office,Government Services,Government Offices,"930 W 4Th Street, Bloomington, In",39.165834,-86.545175,POINT (-86.545180038442 39.165841549326)
GOV016,United States Postal Service,Government Services,Post Office,"3210 E 10Th Street, Bloomington, In",39.170938,-86.493461,POINT (-86.49346124313047 39.17093825)
GOV017,United States Postal Service,Government Services,Post Office,"520 S Walnut Street, Bloomington, In",39.160887,-86.533756,POINT (-86.53375640139382 39.16088685503416)
GOV018,Bloomington Community and Family Resources,Government Services,Government Offices,"401 N Morton Street Ste 260, Bloomington, In",39.16983,-86.536616,POINT (-86.536621059974 39.169837676697)
GOV019,Innovation Lab,Government Services,Government Offices,"627 N Morton Street, Bloomington, In",39.172582,-86.536221,POINT (-86.536225864906 39.172589612604)
GOV020,Family Solutions,Government Services,Social Services Office,"1180 Liberty Drive, Bloomington, In",39.151003,-86.576938,POINT (-86.576938 39.151003)
GOV021,Adult Protective Services,Government Services,Social Services Office,"501 N Morton Street, Bloomington, In",39.170582,-86.53621,POINT (-86.53621 39.170582)
GOV022,Habitat for Humanity of Monroe County,Government Services,Non-profit Organization,"213 E Kirkwood Avenue, Bloomington, In",39.166818,-86.531583,POINT (-86.53158329737832 39.1668176)
GOV023,USPS COLLECTION BOX,Government Services,Post Office,"119 W 7Th Street, Bloomington, In",39.168323,-86.53449,POINT (-86.53448956150235 39.168323349999994)
GOV024,South Central Community Action Program,Government Services,Non-profit Organization,"1500 W 15Th Street, Bloomington, In",39.177107,-86.553058,POINT (-86.55305755579975 39.17710685)
GOV025,Fleet Maintenance,Government Services,Government Operations,"800 E Miller Drive, Bloomington, In",39.146616,-86.52382,POINT (-86.523825245023 39.146623641902)
GOV026,Street Department,Government Services,Government Operations,"1981 S Henderson Street, Bloomington, In",39.145641,-86.524223,POINT (-86.524213307707 39.145705740054)
GOV027,Monroe Water Treatment Plant,Government Services,Government Operations,"7470 S Shields Ridge Road, Bloomington, In",39.072254,-86.463459,POINT (-86.462905944191 39.072868379773)
GOV028,Dillman Road Wastewater Treatment Plant,Government Services,Government Operations,"100 W Dillman Road, Bloomington, In",39.093657,-86.549131,POINT (-86.549136096069 39.093664864461)
GOV029,Bloomington Parks & Recreation Department,Government Services,Government Offices,"401 N Morton Street Ste 250, Bloomington, In",39.170288,-86.537064,POINT (-86.537068986504 39.170295539388)
GOV030,Bloomington Controllers Office,Government Services,Government Offices,"401 N Morton Street Ste 240, Bloomington, In",39.169811,-86.536627,POINT (-86.536631789659 39.169818508191)
GOV031,Bloomington HAND & Planning and Transportation,Government Services,Government Offices,"401 N Morton Street Ste 130, Bloomington, In",39.169658,-86.536705,POINT (-86.536710573024 39.16966512611)
GOV032,Bloomington Parks Operations,Government Services,Government Operations,"545 S Adams Street, Bloomington, In",39.161938,-86.55041,POINT (-86.55050333038 39.161942606785)
GOV033,Housing Authority,Government Services,Government Offices,"1007 N Summit Street, Bloomington, In",39.175263,-86.548348,POINT (-86.548353348865 39.175270670426)
GOV034,Bloomington Legal,Government Services,Government Offices,"401 N Morton Street Ste 220, Bloomington, In",39.16977,-86.536648,POINT (-86.536653270267 39.169777425725)
GOV035,Sanitation Division,Government Services,Government Operations,"3406 S Walnut Street, Bloomington, In",39.123598,-86.532634,POINT (-86.532781113088 39.123537604148)
GOV036,Cascades Maintenance Building,Government Services,Government Operations,"3940 N Kinser Pike, Bloomington, In",39.204302,-86.543293,POINT (-86.543298649583 39.204308958975)
GOV037,Animal Shelter,Government Services,Government Offices,"3410 S Walnut Street, Bloomington, In",39.122961,-86.532054,POINT (-86.532218413939 39.122922682013)
GOV038,Bloomington City Clerk Office,Government Services,Government Offices,"401 N Morton Street Ste 110, Bloomington, In",39.169606,-86.53678,POINT (-86.536785042818 39.169613309971)
GOV039,Bloomington Office of the Mayor,Government Services,Government Offices,"401 N Morton Street Ste 210, Bloomington, In",39.170108,-86.536677,POINT (-86.536682398552 39.170115264928)
GOV040,Bloomington Human Resources,Government Services,Government Offices,"401 N Morton Street Ste 230, Bloomington, In",39.169792,-86.536637,POINT (-86.536642519338 39.169799339683)
GOV041,Switchyard Park Maintenance,Government Services,Government Operations,"1611 S Rogers Street, Bloomington, In",39.147344,-86.538327,POINT (-86.538332393145 39.147351318149)
GOV042,Bloomington Public Works,Government Services,Government Offices,"401 N Morton Street Ste 120, Bloomington, In",39.169633,-86.536713,POINT (-86.536717818212 39.169640450151)
GOV043,Utility Service Center,Government Services,Government Offices,"600 E Miller Drive, Bloomington, In",39.146056,-86.526028,POINT (-86.525922408612 39.146274022404)
GOV044,Bloomington Traffic Division,Government Services,Government Operations,"121 W Allen Street, Bloomington, In",39.15549,-86.534865,POINT (-86.534856571165 39.155426187854)
GOV045,Bloomington Economic and Sustaintable Development,Government Services,Government Offices,"401 N Morton Street Ste 150, Bloomington, In",39.169723,-86.536677,POINT (-86.536681847273 39.169730885446)
GOV046,CBU Southeast Booster Station & Tank,Government Services,Government Operations,"4101 S Harrell Road, Bloomington, In",39.119505,-86.496638,POINT (-86.496643165317 39.119512030248)
GOV047,Blucher Poole Wastewater Treatment Plant,Government Services,Government Operations,"5555 N Bottom Road, Bloomington, In",39.246584,-86.548361,POINT (-86.548365353577 39.246712332583)
GOV048,Bloomington Information Technology Services,Government Services,Government Offices,"401 N Morton Street Ste 160, Bloomington, In",39.169748,-86.536662,POINT (-86.536667548147 39.169755528311)
EDU001,Ruth Lilly Auxiliary Library Facility,Education,Library,"2850 E Discovery Parkway, Bloomington, IN",39.174901,-86.497327,POINT (-86.49732749433639 39.174901399999996)
EDU002,Herman B Wells Library,Education,Library,"1320 E 10Th Street, Bloomington, IN",39.171051,-86.516851,POINT (-86.51685115237282 39.17105145)
EDU003,Grandview Elementary School,Education,Public School,"2300 S Endwright Road, Bloomington, IN",39.146032,-86.596404,POINT (-86.59640384206081 39.14603169383584)
EDU004,Neal-Marshall Black Culture Center Library,Education,Library,"275 N Eagleson Avenue, Bloomington, IN",39.168372,-86.516912,POINT (-86.51691209250174 39.16837155)
EDU005,Seven Oaks Classical School,Education,Public School,"Ellettsville, In, Bloomington, IN",39.233935,-86.625001,POINT (-86.6250008 39.2339348)
EDU006,Adventist Christian Elementary,Education,Private School,"2230 N Martha Street, Bloomington, IN",39.186754,-86.531347,POINT (-86.53134741710555 39.1867545)
EDU007,Ivy Tech Bloomington Library,Education,Library,"200 Daniels Way, Bloomington, IN",40.245393,-74.274329,POINT (-74.27432916348606 40.24539291029812)
EDU008,Mannered Mutts Training LLC,Education,Training Center,"4001 E 3Rd Street Suite 1, Bloomington, IN",14.45337,120.982843,POINT (120.98284321642807 14.453370041176868)
EDU009,University Elementary School,Education,Public School,"1111 N Russell Road, Bloomington, IN",39.175797,-86.482594,POINT (-86.4825937 39.1757974)
EDU010,Inner Resources Training Institute,Education,Training Center,"304 W Howe Street Suite B, Bloomington, IN",39.162468,-86.536499,POINT (-86.5364987 39.1624684)
EDU011,Monroe County Community School Corporation,Education,Public School,"315 E North Drive, Bloomington, IN",39.144488,-86.529479,POINT (-86.52947895452469 39.14448801846578)
EDU012,Wild Orchid - Embodied Pole Dance & Sensual Arts Studio,Education,Training Center,"217 W 6Th Street Suite 105, Bloomington, IN",39.16748,-86.535178,POINT (-86.5351782 39.1674803)
EDU014,The Excel Center,Education,School,"2088 Liberty Drive, Bloomington, IN",36.102532,-79.817104,POINT (-79.81710379955075 36.102531701248765)
EDU015,The Academy of Science and Entrepreneurship,Education,Public School,"444 S Patterson Drive, Bloomington, IN",35.334872,-97.472252,POINT (-97.47225164435535 35.33487173677323)
EDU016,Cook Music Library,Education,Library,"200 S Eagleson Avenue, Bloomington, IN",39.165349,-86.517439,POINT (-86.51743911108935 39.16534885)
EDU017,Templeton Elementary School,Education,Public School,"1400 S Brenda Avenue, Bloomington, IN",39.16533,-86.52639,POINT (-86.52639 39.16533)
EDU018,Marlin Elementary School,Education,Public School,"1655 E Bethel Lane, Bloomington, IN",39.215396,-86.516286,POINT (-86.51628592456056 39.21539553625489)
EDU019,Education Library,Education,Library,"201 N Rose Avenue, Bloomington, IN",39.167015,-86.5125,POINT (-86.51250049088785 39.16701535)
EDU020,Bloomington Montessori School,Education,Private School,"1835 S Highland Avenue, Bloomington, IN",39.144468,-86.516779,POINT (-86.51677889819909 39.14446825)
EDU021,Covenant Christian School,Education,Private School,"4000 E Moores Creek Road, Bloomington, IN",39.120071,-86.484112,POINT (-86.48411191823976 39.120071389033996)
EDU022,Friends of the Library Bookstore,Education,Library,"303 E Kirkwood Avenue, Bloomington, IN",39.166938,-86.530448,POINT (-86.530448225 39.16693765)
EDU023,Union Piping Industry Training Center,Education,Training Center,"1650 W Bloomfield Road, Bloomington, IN",42.950636,-77.532608,POINT (-77.53260848387097 42.95063622580645)
EDU024,Acadis by Vector Solutions,Education,Training Center,"101 W Kirkwood Avenue Suite 200, Bloomington, IN",39.166285,-86.53424,POINT (-86.5342397 39.1662847)
EDU025,Highland Park Elementary School,Education,Public School,"900 S Park Square Drive, Bloomington, IN",39.156741,-86.591861,POINT (-86.591861 39.156741)
EDU026,The Lilly Library,Education,Library,"1200 E 7Th Street, Bloomington, IN",39.167914,-86.518982,POINT (-86.51898175 39.167913549999994)
EDU027,Hoosier Hills Career Center,Education,School,"3070 N Prow Road, Bloomington, IN",39.197733,-86.552067,POINT (-86.55206746207621 39.197733297450604)
EDU028,Binford Elementary School,Education,Public School,"2300 E 2Nd Street, Bloomington, IN",40.593274,-73.969126,POINT (-73.9691260465438 40.59327355)
EDU029,Wolverine Fight System,Education,Training Center,"116 1/2 S College Avenue Suite 11, Bloomington, IN",39.158332,-86.535023,POINT (-86.5350232 39.1583322)
EDU030,IUB Business / SPEA Library,Education,Library,"1315 East 10Th Street, Bloomington, IN",40.617092,-73.964484,POINT (-73.96448375 40.61709245)
EDU031,Grace Baptist Church & Academy,Education,Private School,"2320 N Smith Pike, Bloomington, IN",39.189154,-86.583005,POINT (-86.583005 39.189154)
EDU032,Fairview Elementary School,Education,Public School,"500 W 7Th Street, Bloomington, IN",42.099034,-79.248566,POINT (-79.24856586938469 42.099034)
EDU033,BMG Aviation,Education,Training Center,"952 S Kirby Road, Bloomington, IN",39.156395,-86.610525,POINT (-86.61052547193955 39.15639506900914)
EDU034,Tri-North Middle School,Education,Public School,"1000 W 15Th Street, Bloomington, IN",33.018785,-96.715995,POINT (-96.71599495792606 33.01878524999999)
EDU036,Monroe County Adult Education,Education,School,"705 W Coolidge Drive, Bloomington, IN",39.14121,-86.541267,POINT (-86.5412674446561 39.14121002998908)
EDU037,St. Benedict Classical Catholic School,Education,Private School,"4609 In-46, Bloomington, IN",16.034014,-16.505226,POINT (-16.505226200000003 16.0340137)
EDU038,Childs Elementary School,Education,Public School,"2211 S High Street, Bloomington, IN",39.138419,-86.506107,POINT (-86.5061074 39.1384189)
EDU039,IU School of Public Health,Education,Public School,"1025 E 7Th Street, Bloomington, IN",39.169221,-86.520841,POINT (-86.52084144781067 39.1692206)
EDU040,Monroe County Public Library - Southwest Branch,Education,Library,"890 W Gordon Pike, Bloomington, IN",39.122197,-86.542701,POINT (-86.54270084904341 39.12219705)
EDU041,Maurer School of Law Library,Education,Library,"211 S Indiana Avenue, Bloomington, IN",39.165089,-86.526326,POINT (-86.52632642485594 39.1650891)
EDU042,Clear Creek Elementary School,Education,Public School,"300 W Clear Creek Drive, Bloomington, IN",35.635504,-97.564101,POINT (-97.56410128827092 35.635504390107165)
EDU045,Kid Angles: The Early Education,Education,School,"1500 E Hillside Drive, Bloomington, IN",39.15046,-86.51497,POINT (-86.51497 39.15046)
EDU046,Regional Academic Health Center (RAHC),Education,University,"2631 E Discovery Parkway, Bloomington, In 47408",39.175354,-86.499586,POINT (-86.49958572570831 39.17535409755241)
EDU047,Harmony School,Education,Public School,"909 E 2Nd Street, Bloomington, IN",39.16175,-86.521455,POINT (-86.52145479882076 39.1617495)
EDU048,Longevity Bloomington,Education,Fitness Center,"417 N Elm Street, Bloomington, IN",42.139618,-72.734412,POINT (-72.73441239648658 42.13961825)
EDU049,Lisa's Bloomington English Academy,Education,Public School,"3069 E Amy Lane, Bloomington, IN",39.169307,-86.496872,POINT (-86.4968721 39.1693068)
EDU050,Workshops By Thiagi Inc,Education,Training Center,"4423 E Trailridge Road, Bloomington, IN",35.605782,-82.538261,POINT (-82.53826117598238 35.60578181260297)
EDU051,Lighthouse Christian Academy,Education,Private School,"1201 W That Road, Bloomington, IN",39.114528,-86.545488,POINT (-86.54548770288206 39.11452760107239)
EDU052,Prep School,Education,Public School,"525 W 17Th Street, Bloomington, IN",39.17874,-86.539302,POINT (-86.5393015 39.1787397)
EDU053,St Charles School,Education,Public School,"2224 E 3Rd Street, Bloomington, IN",40.595845,-73.968503,POINT (-73.96850300000001 40.595845)
EDU054,Clear Creek Christian School,Education,Private School,"530 W Church Lane, Bloomington, IN",39.10741,-86.539716,POINT (-86.53971552051625 39.10741021849584)
EDU055,Bloomington Developmental Learning Center,Education,School,"1807 S Highland Avenue, Bloomington, IN",34.041892,-118.345824,POINT (-118.3458244 34.041892000000004)
EDU056,Stratosphere Pole Resilience,Education,Fitness Center,"312 E Dixie Street, Bloomington, IN",39.156308,-86.530656,POINT (-86.53065551011005 39.156307600000005)
EDU057,IUB Sciences Library,Education,Library,"800 E Kirkwood Avenue, Bloomington, IN",41.565399,-93.601757,POINT (-93.601757 41.565399)
EDU058,IU High School,Education,Public School,"625 N Eagleson Avenue, Bloomington, IN",39.172369,-86.51596,POINT (-86.51595989451599 39.1723688)
EDU060,Hoosier Lash Academy,Education,Public School,"328 S Walnut Street Ste 1, Bloomington, IN",39.163879,-86.533738,POINT (-86.5337375 39.163879)
EDU061,Train Bloomington Fitness Center,Education,Fitness Center,"2674 E 2Nd Street, Bloomington, IN",39.160841,-86.498416,POINT (-86.4984163 39.1608406)
EDU063,The Project School,Education,Public School,"349 S Walnut Street, Bloomington, IN",43.605218,-116.184646,POINT (-116.1846463 43.6052175)
EDU064,Summit Elementary School,Education,Public School,"1450 W Countryside Lane, Bloomington, IN",39.141283,-86.553218,POINT (-86.55321763859857 39.14128287170249)
EDU066,Stone Creek Ranch,Education,Training Center,"7587 Rockport Road, Bloomington, IN",40.876822,-83.961272,POINT (-83.96127194322607 40.876821782462486)
EDU067,Hoosier Courts Nursery School,Education,Public School,"1150 N Union Court, Bloomington, IN",39.174565,-86.508848,POINT (-86.50884815782828 39.1745653)
EDU068,Arlington Heights Elementary School,Education,Public School,"700 W Parrish Road, Bloomington, IN",39.188122,-86.539199,POINT (-86.53919936780892 39.188121550814216)
EDU069,City of Bloomington Public Safety Training Center,Education,Training Center,"3230 S Walnut Street, Bloomington, IN",37.636352,-97.351172,POINT (-97.35117151675402 37.63635214033444)
RES001,The Orbit Room,Restaurant,Vegan,"107 N College Avenue #001, Bloomington, IN",39.16692,-86.535267,POINT (-86.53526701832776 39.16691985)
RES002,BJ's Restaurant & Brewhouse,Restaurant,American,"411 S College Mall Road, Bloomington, IN",39.162746,-86.497582,POINT (-86.49758205531376 39.1627457)
RES003,The Tudor Room,Restaurant,American,"900 E 7Th Street, Bloomington, IN",30.266551,-97.733031,POINT (-97.73303094394606 30.2665513)
RES004,Taste of India,Restaurant,Indian,"316 E 4Th Street, Bloomington, IN",25.825457,-80.274403,POINT (-80.27440344925142 25.82545735)
RES005,Metal Works Brewing Company,Restaurant,Brewpub,"108 E 6Th Street, Bloomington, IN",43.457246,-76.501852,POINT (-76.5018515 43.4572455)
RES006,BRU Burger Bar Bloomington,Restaurant,Hamburger,"229 S Grant Street Suite 1, Bloomington, IN",45.507179,-122.676398,POINT (-122.67639845541511 45.50717851010966)
RES007,Cloverleaf Family Restaurant,Restaurant,Family-friendly,"4023 W 3Rd Street, Bloomington, IN",39.164006,-86.58419,POINT (-86.5841895 39.1640057)
RES008,Little Tibet Restaurant,Restaurant,Tibetan,"415 E 4Th Street, Bloomington, IN",40.641968,-73.976035,POINT (-73.9760349 40.6419679)
RES010,Asuka Steak House,Restaurant,Japanese,"2632 E 3Rd Street, Bloomington, IN",34.040033,-118.208369,POINT (-118.20836853061225 34.04003255102041)
RES011,Root Cellar,Restaurant,Bar,"108 E Kirkwood Avenue, Bloomington, IN",41.565442,-93.613106,POINT (-93.61310635922331 41.56544225242719)
RES012,Nick's English Hut,Restaurant,American,"423 E Kirkwood Avenue, Bloomington, IN",39.166853,-86.528742,POINT (-86.52874212500001 39.1668531)
RES013,La Una Cantina,Restaurant,Mexican,"254 N Walnut Street, Bloomington, IN",39.168364,-86.533232,POINT (-86.53323192483435 39.16836365)
RES014,Chow Bar,Restaurant,Chinese,"216 S Indiana Avenue, Bloomington, IN",39.164808,-86.527199,POINT (-86.5271993 39.1648076)
RES015,Blooming Thai,Restaurant,Thai,"405 E 4Th Street, Bloomington, IN",39.165746,-86.529471,POINT (-86.52947146728263 39.165745900000005)
RES016,Smokin' Jack's Rib Shack,Restaurant,Barbecue,"505 W 17Th Street, Bloomington, IN",39.178682,-86.538695,POINT (-86.5386954 39.1786817)
RES017,Crazy Horse,Restaurant,American,"214 W Kirkwood Avenue, Bloomington, IN",39.166885,-86.535704,POINT (-86.53570447663886 39.16688485)
RES018,The Elm Restaurant,Restaurant,American,"614 E 2Nd Street, Bloomington, IN",40.636206,-73.977263,POINT (-73.97726331012974 40.63620635)
RES019,Upland Brewing Co.,Restaurant,Brewpub,"350 W 11Th Street, Bloomington, IN",39.78254,-86.165894,POINT (-86.16589426392832 39.7825396)
RES020,Uptown Cafe,Restaurant,American,"102 E Kirkwood Avenue, Bloomington, IN",41.565443,-93.613264,POINT (-93.6132636407767 41.56544274757282)
RES021,SmokeWorks Bloomington,Restaurant,American,"121 N College Avenue, Bloomington, IN",39.167315,-86.53525,POINT (-86.5352501161498 39.1673149)
RES022,Feta Kitchen and Cafe,Restaurant,Mediterranean,"600 E Hillside Drive, Bloomington, IN",39.150281,-86.526636,POINT (-86.52663570279259 39.150280800000004)
RES023,Vivencia Latín Flavors,Restaurant,Latin,"2800 E Buick Cadillac Boulevard, Bloomington, IN",39.157715,-86.497273,POINT (-86.49727255616494 39.1577154)
RES024,Runcible Spoon,Restaurant,American,"412 E 6Th Street, Bloomington, IN",30.267054,-97.738738,POINT (-97.7387385 30.2670541)
RES025,Cozy Table,Restaurant,Family-friendly,"2500 W 3Rd Street, Bloomington, IN",39.833492,-75.388045,POINT (-75.3880446 39.833492)
RES026,Feast Market & Cellar,Restaurant,American,"407 W Patterson Drive, Bloomington, IN",-37.53274,144.993249,POINT (144.99324856385476 -37.532739780531834)
RES028,Hive,Restaurant,American,"2608 E 10Th Street, Bloomington, IN",39.170754,-86.501125,POINT (-86.5011251 39.1707541)
RES030,Marco and Polo Restaurant,Restaurant,Uyghur,"209 S Grant Street, Bloomington, IN",39.165208,-86.529599,POINT (-86.5295993 39.1652076)
RES031,Half Bottle Bistro,Restaurant,American,"3115 S Sare Road, Bloomington, IN",39.133184,-86.497784,POINT (-86.49778373505043 39.13318445)
RES032,Che Bello,Restaurant,Italian,"106 W 6Th Street, Bloomington, IN",39.167808,-86.533887,POINT (-86.53388650748555 39.167808)
RES034,Big Woods Bloomington,Restaurant,American,"116 N Grant Street, Bloomington, IN",39.167131,-86.52959,POINT (-86.52958997532201 39.16713145)
RES035,Cafe Bali,Restaurant,Asian,"210 S Grant Street, Bloomington, IN",39.165162,-86.530056,POINT (-86.5300562 39.165161600000005)
RES036,Fat Dan's Deli,Restaurant,American,"221 E Kirkwood Avenue Ste 1, Bloomington, IN",39.166906,-86.531291,POINT (-86.5312914 39.1669058)
RES037,Lennie's Brewpub,Restaurant,Brewpub,"514 E Kirkwood Avenue, Bloomington, IN",39.1664,-86.527496,POINT (-86.5274963 39.1663999)
RES038,Cafe Turkuaz,Restaurant,Turkish,"301 E 3Rd Street, Bloomington, IN",30.265392,-97.742823,POINT (-97.7428231 30.2653919)
RES039,BuffaLouie's at The Gables,Restaurant,American,"114 S Indiana Avenue, Bloomington, IN",39.165957,-86.527134,POINT (-86.52713420018262 39.1659572)
RES040,Cheddar's Scratch Kitchen,Restaurant,American,"126 S Franklin Road, Bloomington, IN",39.166029,-86.571417,POINT (-86.5714171 39.1660289)
RES041,Da Vinci Pizza and Pasta,Restaurant,Italian,"250 S Washington Street, Bloomington, IN",39.287942,-76.589193,POINT (-76.5891927051226 39.287942)
RES042,DeAngelo's Italian Creole Restaurant,Restaurant,Italian,"2620 E 3Rd Street, Bloomington, IN",34.04009,-118.208498,POINT (-118.20849808163265 34.040090469387756)
RES043,Truffles Fine Cuisine & 56 Degrees Bar,Restaurant,Fine Dining,"1131 S College Mall Road, Bloomington, IN",39.154686,-86.4956,POINT (-86.49560015511489 39.15468575)
RES044,Scenic View Restaurant,Restaurant,Brunch,"4600 State Highway 446, Bloomington, IN",50.464884,5.250129,POINT (5.2501288360982015 50.464884116274135)
RES045,Yogi's Bloomington,Restaurant,Grill,"302 N Walnut Street, Bloomington, IN",39.168703,-86.533393,POINT (-86.5333932 39.1687029)
RES046,Korea Restaurant,Restaurant,Korean,"409 E 4Th Street, Bloomington, IN",40.642077,-73.975954,POINT (-73.97595423531097 40.64207655)
